Recipe Name,Ingredients,Link
strawberry smoothie bowl with chia seeds and muesli recipe,"instant oats  oatmeal , prunes, whole almond  badam , honey, curd , water, muesli, strawberries, chia seeds",https://www.archanaskitchen.com/strawberry-smoothie-bowl-with-chia-seeds-and-muesli-recipe
assamese bilahir tok recipe,"tomatoes, turmeric powder , red chilli powder, sugar, salt, mustard oil, panch phoran masala, bay leaf , dry red chilli",https://www.archanaskitchen.com/assamese-bilahir-tok-recipe
spirulina and mint basil pesto recipe,"basil leaves, spirulina, mint leaves , whole almond  badam , garlic, tofu, black pepper powder, salt, extra virgin olive oil",https://www.archanaskitchen.com/spirulina-and-mint-basil-pesto-recipe
utanki recipe   crispy rice crepes,"rice flour, sugar, milk, oil",https://www.archanaskitchen.com/utanki-crispy-rice-crepes-recipe
oats uppu kozhukattai recipe,"instant oats  oatmeal , rice flour, oil, salt, water, fresh coconut, dry red chilli, bengal gram dal ,  urad dal , mustard seeds , asafoetida , oil, curry leaves, salt",https://www.archanaskitchen.com/oats-uppu-kozhukattai-recipe
iyengar bakery style masala bread recipe,"whole wheat brown bread, oil, mustard seeds , cumin seeds , green chilli, onion, tomato, cabbage ,carrot , green bell peppers , red chilli powder, chaat masala powder, tomato ketchup, salt, coriander leaves",https://www.archanaskitchen.com/iyengar-bakery-style-masala-bread-recipe
the goan kelyachyo fodi recipe  spicy   crispy pan fried banana recipe,"raw banana, red chilli powder, turmeric powder , salt, oil, red chilli powder, turmeric powder , sooji  semolina  rava , salt",https://www.archanaskitchen.com/the-goan-kelyachyo-fodi-recipe-spicy-crispy-pan-fried-banana-recipe
thenga vada recipe  spicy coconut fritters,"rice flour, all purpose flour , fresh coconut, green chilli, salt, oil",https://www.archanaskitchen.com/thenga-vada-recipe-spicy-coconut-fritters
kara vegetable pidi kozhukattai  savory spicy vegetable modak,"rice flour, water, mustard seeds , cumin seeds ,  urad dal , dry red chilli, salt, carrot , cabbage , oil, curry leaves",https://www.archanaskitchen.com/kara-vegetable-pidi-kozhukattai-savory-spicy-vegetable-modak
foxtail millet nippattu recipe,"foxtail millet flour, rice flour, gram flour  besan , raw peanuts , dry red chilli, dessicated coconut, cumin seeds , sesame seeds , dill leaves, asafoetida , butter  salted , hot water, salt, oil",https://www.archanaskitchen.com/foxtail-millet-nippattu-recipe
indian style tapenade recipe,"french bread, green moong dal  whole , salt, black olives, green olives, onions, garlic, green chilli, extra virgin olive oil, lemon zest, parsley leaves, dry red chilli, lemon juice, extra virgin olive oil, dry red chilli",https://www.archanaskitchen.com/indian-style-tapenade-recipe
assamese sweet kordoi recipe,"whole wheat flour, salt, ghee, lukewarm water, caster sugar, water, oil",https://www.archanaskitchen.com/assamese-sweet-kordoi-recipe
potato puff pastry recipe,"potatoes  aloo , paneer , onion, coriander leaves, ginger, red chilli powder, garam masala powder, chaat masala powder, cumin seeds , coriander seeds, green chilli, oil, salt, all purpose flour , all purpose flour , butter  unsalted , chilled water, white vinegar, salt",https://www.archanaskitchen.com/potato-puff-pastry-recipe
bihari dal pitha recipe  traditional bihari delicacy,"rice, oil, salt, water, bengal gram dal , green chilli, ginger, garlic, cumin seeds , whole black peppercorns, carom seeds , oil, salt, coriander leaves, oil",https://www.archanaskitchen.com/bihari-dal-pitha-recipe-traditional-bihari-delicacy
puffed rice bar recipe,"puffed rice, mixed nuts, dry coconut  kopra , cardamom seeds, jaggery, butter  salted",https://www.archanaskitchen.com/puffed-rice-bar-recipe
ambode recipe  karnataka style masala vada,"bengal gram dal , dill leaves, coriander leaves, onion, green chilli, ginger, rice flour, salt, turmeric powder , asafoetida , oil",https://www.archanaskitchen.com/ambode-recipe-karnataka-style-masala-vada
dal fara recipe  indian stuffed lentil dumplings," urad dal , bengal gram dal , toor dal , whole wheat flour, cumin seeds , garam masala powder, turmeric powder , red chilli powder, asafoetida , garlic, green chilli, salt, oil, cumin seeds , curry leaves, asafoetida , coriander leaves",https://www.archanaskitchen.com/dal-fara-recipe-indian-stuffed-lentil-dumplings
gujarati fafda recipe  crispy gram flour snack,"gram flour  besan , baking soda, carom seeds , whole black peppercorns, oil, salt, water, asafoetida",https://www.archanaskitchen.com/gujarati-fafda-a-delicious-gram-flour-snack
kobbari kudumulu recipe  indian spiced steamed rice balls,"rice rava, water, salt, fresh coconut, cumin seeds , green chilli, whole black peppercorns, oil",https://www.archanaskitchen.com/kobbari-kudumulu-uppu-undrallu
tomato chutney recipe,"onion, tomato, fresh coconut, green chilli, dry red chilli, kashmiri dry red chilli, bengal gram dal , coriander leaves, oil, salt, oil, mustard seeds , curry leaves, asafoetida , dry red chilli",https://www.archanaskitchen.com/tomato-chutney-recipe
soya beans paniyaram recipe  pan fried soy fritters,"soybeans  whole soya dal ,  urad dal , potato , green chilli, coriander leaves, mustard seeds , cumin seeds , curry leaves, salt",https://www.archanaskitchen.com/soya-beans-paniyaram-pan-fried-soy-fritters
keerai vadai recipe  spinach   bengal gram fritters,"bengal gram dal , spinach, green chilli, cumin seeds , salt, ginger, oil",https://www.archanaskitchen.com/keerai-vadai-recipe-spinach-bengal-gram-fritters
stuffed potato cutlet recipe with mint mayo,"potatoes  aloo , del monte mint mayo, cheese, red chilli powder, dried oregano, coriander leaves, coriander powder , dry mango powder , corn flour, whole wheat bread crumbs, oil",https://www.archanaskitchen.com/stuffed-potato-cutlet-recipe-with-mint-mayo
kothamalli thogayal recipe   coriander leaves chutney,"coriander leaves, fresh coconut, dry red chilli, oil,  urad dal , salt, jaggery, tamarind",https://www.archanaskitchen.com/kothamalli-thogayal-recipe-coriander-leaves-chutney
stir fry green beans and tofu with panch phoron recipe,"beans, tofu, onion, turmeric powder , mustard seeds , curry leaves, panch phoran masala, salt, oil",https://www.archanaskitchen.com/stir-fry-green-beans-and-tofu-with-panch-phoron-recipe
spicy crunchy masala idli recipe,"idli, green bell peppers , tomato, onions, green chilli, red chilli powder, turmeric powder , tomato ketchup, coriander leaves, mint leaves , oil, salt",https://www.archanaskitchen.com/spicy-crunchy-masala-idli-recipe
kothimbir vadi recipe  maharashtrian coriander fritters,"coriander leaves, gram flour  besan , rice flour, red chilli powder, turmeric powder , cumin powder , curd , oil, lemon juice, sugar, salt, oil, sesame seeds , mustard seeds , cumin seeds , asafoetida , curry leaves, green chilli",https://www.archanaskitchen.com/kothimbir-vadi-coriander-fritters
apple roses recipe with homemade puff pastry sheets  eggless,"all purpose flour , butter  salted , saffron strands, cinnamon powder  dalchini , caster sugar, water, apple, lemon juice, water, butter  salted , caster sugar, cinnamon powder  dalchini",https://www.archanaskitchen.com/apple-roses-recipe-with-homemade-puff-pastry-sheets-eggless
mumbai style spicy murmura recipe  spicy roasted puffed rice,"puffed rice, extra virgin olive oil, cumin seeds , curry leaves, turmeric powder , red chilli powder, chaat masala powder, sugar, tomato, onion, green chilli, cucumber, lemon juice",https://www.archanaskitchen.com/mumbai-style-spicy-murmura-recipe-spicy-roasted-puffed-rice
khatta meetha petha recipe  yellow pumpkin sabzi,"kaddu  parangikai  pumpkin , green chilli, fennel seeds , whole black peppercorns, oil, sugar, salt, dry mango powder , coriander leaves",https://www.archanaskitchen.com/khatta-meetha-petha-recipe-yellow-pumpkin-sabzi
spicy millet casserole with pumpkin and feta,"foxtail millet, pumpkin puree, egg white, curd , feta cheese, red chilli flakes, cumin powder , cinnamon powder  dalchini , fresh herbs, whole wheat bread crumbs",https://www.archanaskitchen.com/spicy-millet-casserole-with-pumpkin-and-feta
double ka meetha recipe with mixed nuts rabri,"milk, whole wheat brown bread, sugar, water, cardamom powder , cashew nuts, whole almond  badam , pistachios, saffron strands, rose water, ghee",https://www.archanaskitchen.com/double-ka-meetha-recipe-with-mixed-nuts-rabri
ammini kozhukattai  rice flour dumplings  recipe,"rice flour, water, salt, oil, mustard seeds ,  urad dal , curry leaves, dry red chilli, asafoetida , fresh coconut",https://www.archanaskitchen.com/ammini-kozhukattai-rice-flour-dumplings-recipe
mumbai style masala khichiya churi recipe,"khichia  rajasthani papad , onions, green chilli, cumin seeds , curry leaves, oil, ghee, red chilli powder, chaat masala powder, coriander leaves",https://www.archanaskitchen.com/mumbai-style-masala-khichiya-churi
dal fara recipe,"whole wheat flour, bengal gram dal , green chilli, salt, asafoetida , onion, red chilli powder, cumin seeds , garlic, oil, ginger, garam masala powder, coriander leaves, dry mango powder",https://www.archanaskitchen.com/dal-fara
oats unni appam  nei appam recipe,"instant oats  oatmeal , whole wheat flour, rice flour, jaggery, ripe bananas, water, baking soda, ghee",https://www.archanaskitchen.com/10-minutes-oats-unni-appam-nei-appam-recipe
healthy snack bowl recipe,"coconut oil, corn kernels, salt, peanut butter, soy milk, cocoa powder, maple syrup, apple, sultana raisins, walnuts",https://www.archanaskitchen.com/healthy-snack-bowl-recipe
arbi cutlet recipe  spiced colocasia patties,"colocasia root , onion, green chilli, red chilli powder, turmeric powder , cumin powder , garam masala powder, sugar, gram flour  besan , coriander leaves, whole wheat bread crumbs, salt, oil",https://www.archanaskitchen.com/arbi-cutlet-recipe-spiced-colocasia-patties
patta gobi matar nu shaak recipe  cabbage   peas sabzi recipe,"cabbage , green peas , mustard seeds , bay leaf , curry leaves, tomato, turmeric powder , red chilli powder, garam masala powder, salt, oil",https://www.archanaskitchen.com/patta-gobi-matar-nu-shaak-recipe-cabbage-peas-sabzi-recipe
alu vadi or patrode recipe   maharashtrian snack with colocasia leaves,"colocasia leaves  arbi , multigrain flour, tamarind water, garlic, cumin powder , coriander powder , asafoetida , turmeric powder , red chilli powder, jaggery, salt, water, oil, cumin seeds , fennel seeds , sesame seeds",https://www.archanaskitchen.com/alu-vadi-or-patrode-recipe-maharashtrian-snack-with-colocasia-leaves
kheel paniyaram recipe  puffed rice paniyaram,"puffed rice, sooji  semolina  rava , salt, curd , green chilli, beans, carrot , red chilli powder, onion, curry leaves, mustard seeds , extra virgin olive oil",https://www.archanaskitchen.com/kheel-paniyaram-recipe-puffed-rice-paniyaram
palak puri recipe  crispy spinach puri snack,"whole wheat flour, spinach leaves , ginger, green chilli, ghee, salt",https://www.archanaskitchen.com/palak-puri-recipe-crispy-spinach-puri-snack
spinach oats vada recipe,"spinach leaves , bengal gram dal , instant oats  oatmeal , potato , onion, red chilli powder, turmeric powder , coriander powder , garam masala powder, corn flour, asafoetida , salt, oil",https://www.archanaskitchen.com/spinach-oats-vada-recipe
kerala style vettu cake recipe  eggless wholewheat tea shop cake,"whole wheat flour, sugar, cooking soda, butter  salted , salt, cardamom powder , milk, water, oil",https://www.archanaskitchen.com/kerala-style-vettu-cake-recipe-eggless-wholewheat-tea-shop-cake
tarkari ni kari recipe  parsi style vegetable curry,"mixed vegetables, tomatoes, turmeric powder , coriander powder , red chilli powder, sugar, salt, fresh coconut, onion, green chilli, garlic, ginger, cumin seeds , tamarind, oil, mustard seeds , dry red chilli",https://www.archanaskitchen.com/tarkari-ni-kari-recipe-parsi-style-vegetable-curry
greek style   recipe  black eyed beans with celery and thyme recipe,"black eyed beans , onion, cloves , celery, tomato puree, whole black peppercorns, thyme leaves, dried oregano, salt",https://www.archanaskitchen.com/greek-style-recipe-black-eyed-beans-with-celery-and-thyme-recipe
amla nellikai thogayal recipe  gooseberry chutney,"gooseberry , fresh coconut, methi seeds , whole black peppercorns, green chilli, salt",https://www.archanaskitchen.com/gooseberry-amla-nellikai-chutney-thogayal
kanchakalar khosha bata   a traditional bengali raw banana peel chutney,"raw banana, garlic, green chilli, salt, mustard oil, kalonji  onion nigella seeds , dry red chilli",https://www.archanaskitchen.com/kanchakalar-khosha-bata-a-traditional-bengali-raw-banana-peel-chutney
himachali khatta recipe  tangy black chickpea curry,"kala chana  brown chickpeas , bay leaf , onion, mustard oil, mustard seeds , cumin seeds , asafoetida , gram flour  besan , turmeric powder , water, jaggery, coriander powder , garam masala powder, dry mango powder , red chilli powder, asafoetida , gram flour  besan , turmeric powder , salt",https://www.archanaskitchen.com/himachali-khatta-recipe-tangy-black-chickpea-curry
kerala style vattayapam recipe  steamed coconut rice cakes recipe,"rice, cooked rice, fresh coconut, cumin seeds , active dry yeast, sugar, salt, cardamom seeds, ghee, sultana raisins",https://www.archanaskitchen.com/kerala-style-vattayapam-recipe-steamed-coconut-rice-cakes-recipe
shallow fried oysters recipe,"oysters, sooji  semolina  rava , rice flour, oil, garam masala powder, red chilli powder, turmeric powder , salt",https://www.archanaskitchen.com/shallow-fried-oysters-recipe
papad nachos with salsa recipe,"papads, onion, tomatoes, garlic, cheddar cheese, coriander leaves, red chilli powder, dried oregano, lemon juice, dried oregano, salt",https://www.archanaskitchen.com/papad-nachos-with-salsa-recipe
gola kebab  indian style meat balls  recipe,"onions, mutton, red chilli powder, turmeric powder , ginger garlic paste, cloves , cardamom seeds, cinnamon stick , coriander leaves, mint leaves , salt, oil",https://www.archanaskitchen.com/gola-kebab-indian-style-meat-balls-recipe
sweet and spicy strawberry chutney recipe,"strawberries, jaggery, lemon juice, ginger, turmeric powder , cumin seeds , oil, salt, red chilli powder, fenugreek leaves",https://www.archanaskitchen.com/sweet-and-spicy-strawberry-chutney
pudalangai thogayal recipe  snake gourd chutney recipe,"snake gourd , bengal gram dal ,  urad dal , sesame seeds , cumin seeds , ginger, tamarind water, green chilli, salt, turmeric powder , cumin seeds , mustard seeds , red chilli powder,  urad dal , garlic, curry leaves",https://www.archanaskitchen.com/pudalangai-thogayal-recipe-snake-gourd-chutney-recipe
mushroom   recipe  indian style spicy mushrooms with chillies,"mushrooms, corn flour, all purpose flour , black pepper powder, tandoori masala, ginger, garlic, curry leaves, green chilli, coriander leaves, salt, oil",https://www.archanaskitchen.com/mushroom-65-recipe-indian-style-spicy-mushrooms-with-chillies
banana bran muffin recipe,"ripe bananas, whole wheat flour, instant oats  oatmeal , wheat bran, baking powder, baking soda, salt, milk, oil, maple syrup, vanilla extract, whole egg, cashew nuts",https://www.archanaskitchen.com/banana-bran-muffin-recipe
awadhi style khatti arbi ka salan recipe   roz ka khana with figaro olive oil,"colocasia root , onions, onions, ginger, garlic, red chilli powder, turmeric powder , garam masala powder, coriander powder , cardamom seeds, cinnamon stick , cloves , curd , salt, extra virgin olive oil, coriander leaves, rose petals",https://www.archanaskitchen.com/awadhi-style-khatti-arbi-ka-salan-pressure-cooked-colocasia-curry
lobia kebabs recipe  black eyed bean patties,"black eyed beans , instant oats  oatmeal , onion, red bell pepper  capsicum , green chilli, mint leaves , coriander leaves, garlic, red chilli powder, cumin powder , garam masala powder, salt, extra virgin olive oil",https://www.archanaskitchen.com/lobia-kebabs-recipe-black-eyed-bean-patties
double chocolate coconut fudge recipe,"dessicated coconut, white chocolate, double cream, butter  unsalted , dark chocolate, double cream, walnuts, salt",https://www.archanaskitchen.com/double-chocolate-coconut-fudge-recipe
black eyed peas masala vadas recipe,"black eyed beans , sweet corn, curry leaves, coriander leaves, mint leaves , green chilli, ginger, dry coconut  kopra , asafoetida , sesame seeds , onion, salt, oil",https://www.archanaskitchen.com/black-eyed-peas-masala-vadas-recipe
brownie butter cake recipe,"dark chocolate, butter  salted , sugar, whole egg, all purpose flour , instant coffee powder, all purpose flour , baking powder, sugar, butter  salted , eggs, milk, vanilla extract, pink food colour",https://www.archanaskitchen.com/brownie-butter-cake-recipe
strawberry brownie bars recipe,"dark chocolate, butter  unsalted , cocoa powder, caster sugar, whole wheat flour, baking powder, vanilla extract, eggs, strawberries",https://www.archanaskitchen.com/strawberry-brownie-bars-recipe
peanut chaat with spiced curd recipe,"raw peanuts , turmeric powder , tomato, english cucumber, green chilli, lemon juice, chaat masala powder, cumin powder , sugar, salt, curd , black pepper powder, salt, mixed herbs  dried",https://www.archanaskitchen.com/peanut-chaat-with-spiced-curd
veg tunday kabab recipe,"paneer , curd , onion, garlic, ginger, green chilli, bay leaf , kalonji  onion nigella seeds , cumin seeds , coriander seeds, turmeric powder , black pepper powder, cloves , cardamom seeds, cinnamon stick , yellow mustard seeds, sesame seeds , methi seeds , fennel seeds , dry mango powder , red chilli powder, star anise,  pomegranate seed powder , black salt , saffron strands, oil, salt",https://www.archanaskitchen.com/veg-tunday-kababi-recipe
vegetarian shami kebab recipe  chane ke kebab," white chickpeas , ginger, coriander leaves, fennel seeds , potatoes  aloo , paneer , gram flour  besan , chaat masala powder, cumin powder , red chilli powder, salt, oil",https://www.archanaskitchen.com/vegetarian-shammi-kebab-recipe-chane-ke-kebab
jimikand ke kebab recipe  yam kebabs,"elephant yam , coriander leaves, green chilli, ginger, garlic, whole black peppercorns, onion, chaat masala powder, cumin powder , gram flour  besan , whole wheat bread crumbs",https://www.archanaskitchen.com/jimikand-ke-kebab-recipe-yam-kebabs
eggless whole wheat banana muffins recipe,"ripe bananas, whole wheat flour, milk, oil, caster sugar, salt, baking powder, cashew nuts",https://www.archanaskitchen.com/eggless-whole-wheat-banana-muffins-recipe
karnataka style ellu bella recipe  sankrati mix recipe,"roasted gram dal  pottukadalai , raw peanuts , dry coconut  kopra , jaggery, sesame seeds",https://www.archanaskitchen.com/karnataka-style-ellu-bella-recipe-sankrati-mix-recipe
kesar badam cupcakes with shrikhand recipe,"whole almond  badam , saffron strands, all purpose flour , baking powder, butter  salted , oil, condensed milk, curd , almond essence , hung curd  greek curd , condensed milk, cardamom seeds, saffron strands, whole almond  badam , saffron strands",https://www.archanaskitchen.com/kesar-badam-cupcakes-with-shrikhand-recipe
homemade baked donuts recipe,"all purpose flour , baking powder, salt, curd , sugar, milk, oil, vanilla extract",https://www.archanaskitchen.com/homemade-baked-donuts-recipe
stove top green peas seekh kebab recipe,"green peas , potatoes  aloo , gram flour  besan , onion, ginger garlic paste, green chilli paste, garam masala powder, cumin powder , mint leaves , coriander leaves, lemon juice, salt, oil",https://www.archanaskitchen.com/stove-top-green-peas-seekh-kebab-recipe
sweet potato   peas cutlet recipe,"sweet potato, green peas , ginger garlic paste, green chilli, coriander leaves, chaat masala powder, red chilli powder, salt, dry mango powder , cumin powder , lemon juice, garam masala powder, corn flour, water, whole wheat bread crumbs, oil",https://www.archanaskitchen.com/sweet-potato-peas-cutlet-recipe
kerala style pazham pori recipe  banana fry,"raw banana, rice flour, all purpose flour , milk, fresh coconut, salt",https://www.archanaskitchen.com/kerala-style-pazham-pori-recipe-banana-fry
korean style gochujang recipe  hot pepper paste recipe,"barley  seeds , rice flour, red chilli powder, jaggery, soy sauce, salt",https://www.archanaskitchen.com/korean-style-gochujang-recipe-hot-pepper-paste-recipe
peanut butter and flax oats bar with chocolate chip recipe,"instant oats  oatmeal , peanut butter, honey, flax seeds, chocolate chips",https://www.archanaskitchen.com/peanut-butter-and-flax-oats-bar-with-chocolate-chip-recipe
pineapple crostini with honey and cream cheese recipe,"ciabatta bread, pineapple, britannia cream cheese, honey, extra virgin olive oil, coriander leaves",https://www.archanaskitchen.com/fruit-crostini-with-honey-and-cream-cheese-recipe
chana dal chutney recipe,"roasted gram dal  pottukadalai , fresh coconut, dry red chilli, curry leaves, asafoetida , mustard seeds , tamarind paste, oil, salt",https://www.archanaskitchen.com/chana-dal-chutney-recipe
lip smacking lemonade cupcake recipe,"all purpose flour , sugar, curd , butter  salted , vanilla extract, lemon juice, baking powder, baking soda, butter  unsalted , icing sugar, lemon zest",https://www.archanaskitchen.com/lip-smacking-lemonade-cupcake-recipe
eggless nutella swirl cupcakes recipe,"all purpose flour , condensed milk, nutella spread, butter  salted , baking powder, baking soda, milk, vanilla extract, vinegar, sugar",https://www.archanaskitchen.com/eggless-nutella-swirl-cupcakes-recipe
andhra style zucchini tomato chutney recipe,"oil, green chilli, garlic, green zucchini, tomato, tamarind, coriander leaves, cumin seeds , salt, oil, mustard seeds , cumin seeds , dry red chilli, asafoetida , curry leaves",https://www.archanaskitchen.com/andhra-style-zucchini-tomato-chutney-recipe
bengali posto porota recipe  spiced poppy seed parathas,"whole wheat flour, curd , poppy seeds, green chilli, sesame seeds , onions, sugar, kalonji  onion nigella seeds , coriander leaves, ghee",https://www.archanaskitchen.com/bengali-posto-porota-recipe-spiced-poppy-seed-parathas
sweet and spicy tomato chutney recipe with garlic,"tomatoes, garlic, whole black peppercorns, cinnamon stick , green chilli, cashew nuts, jaggery, red chilli powder, lemon juice, salt",https://www.archanaskitchen.com/hot-and-sweet-nutty-tomato-chutney-recipe-with-fresh-garlic
carrot chutney recipe,"carrot , dry red chilli, mustard seeds , jaggery, salt, oil, mustard seeds , curry leaves",https://www.archanaskitchen.com/carrot-chutney-recipe
chili coriander and capsicum rusk chutney recipe,"coriander leaves, green bell peppers , rusk, garlic, green chilli, raw peanuts , sugar, lemon juice, salt",https://www.archanaskitchen.com/chili-coriander-and-capsicum-rusk-chutney-recipe
heerekai sippe chutney recipe  ridge gourd peel chutney,"ridge gourd skin  turai  peerkangai , tamarind, fresh coconut, green chilli, cumin seeds , butter  unsalted , jaggery, oil, mustard seeds , cumin seeds , dry red chilli, curry leaves",https://www.archanaskitchen.com/heerekai-sippe-chutney-recipe-ridge-gourd-peel-chutney
allam pachadi   ginger chutney recipe,"ginger, jaggery, tamarind,  urad dal , kala jeera, methi seeds , dry red chilli, mustard seeds , whole black peppercorns, sesame seeds , asafoetida , curry leaves, salt, oil",https://www.archanaskitchen.com/allam-pachadi-ginger-chutney-recipe
stuffed vegetable kulcha  mixed vegetable stuffed indian flatbread,"all purpose flour , sooji  semolina  rava , curd , oil, baking soda, sugar, salt, kalonji  onion nigella seeds , coriander leaves, butter  salted , oil, green chilli, onion, garlic,carrot , potatoes  aloo , green peas , turmeric powder , coriander powder , garam masala powder, salt",https://www.archanaskitchen.com/stuffed-vegetable-kulcha-mixed-vegetable-stuffed-indian-flat-bread
whole wheat spinach and tofu paratha recipe,"whole wheat flour, spinach leaves , tofu, curd , fenugreek leaves , dill leaves, red chilli powder, cumin powder , green chilli paste, carom seeds , sesame seeds , garam masala powder, lemon, oil, salt",https://www.archanaskitchen.com/whole-wheat-spinach-and-tofu-paratha-recipe
gul poli recipe  maharashtrian jaggery   sesame stuffed flatbread,"whole wheat flour, all purpose flour , oil, salt, lukewarm water, jaggery, gram flour  besan , ghee, sesame seeds , poppy seeds, cardamom powder , water, ghee",https://www.archanaskitchen.com/gul-poli-recipe-maharashtrian-jaggery-and-seasme-seeds-stuffed-flat-bread
filter coffee fudge brownies recipe,"butter  salted , eggs, coffee decoction, cocoa powder, brown sugar , vanilla extract, dark chocolate, all purpose flour , walnuts, dark chocolate chips, heavy whipping cream, dark chocolate chips, instant coffee powder",https://www.archanaskitchen.com/filter-coffee-fudge-brownies-recipe
eggless french rosy apple tart recipe,"butter  salted , all purpose flour , caster sugar, cinnamon powder  dalchini , water, apple, water, sugar, cinnamon powder  dalchini , butter  salted",https://www.archanaskitchen.com/eggless-french-rosy-apple-tart-recipe
oats   curd parfait with chocolate almond topping recipe,"instant oats  oatmeal , water, honey, curd , muesli, strawberries,  pomegranate seed powder , apple, whole almond  badam , chocolate sauce",https://www.archanaskitchen.com/oats-and-curd-parfait-with-chocolate-almond-topping
low fat fruit parfait recipe  no bake french dessert recipe,"apple, musk melon, orange, fresh cherries, ripe bananas, hung curd  greek curd , jam, corn flakes, honey, fresh cherries, mint leaves",https://www.archanaskitchen.com/low-fat-fruit-parfait-zero-cook-french-dessert
nanaimo bars recipe  no bake,"fresh coconut, walnuts, vanilla extract, dark chocolate, butter  unsalted , marie biscuit, milk, custard powder, caster sugar, milk, dark chocolate, butter  unsalted",https://www.archanaskitchen.com/nanaimo-bars-recipe-no-bake
pudina buttermilk recipe,"curd , mint leaves , ginger, cumin seeds",https://www.archanaskitchen.com/pudina-buttermilk-recipe
andhra style chilakada dumpa pulusu recipe  sweet potato in tangy  sweet   spicy curry recipe,"sweet potatoes, pearl onions  sambar onions , garlic, tamarind water, jaggery, tomatoes, green chilli, curry leaves, sambar powder, red chilli powder, turmeric powder , salt, mustard seeds , cumin seeds , asafoetida , curry leaves, coriander leaves",https://www.archanaskitchen.com/andhra-style-chilakada-dumpa-pulusu-recipe-sweet-potato-in-tangy-sweet-spicy-curry-recipe
tamil nadu style vazha thandu thogayal recipe  banana stem chutney recipe,"mustard seeds ,  urad dal , curry leaves, banana stem, dry red chilli, tamarind, turmeric powder , fenugreek leaves , salt, asafoetida , mustard seeds ,  urad dal , curry leaves, dry red chilli, oil",https://www.archanaskitchen.com/tamil-nadu-style-vazha-thandu-thogayal-recipe-banana-stem-chutney-recipe
carrot and oats  whole wheat bread recipe,"carrot , sooji  semolina  rava , instant oats  oatmeal , whole wheat flour, baking powder, milk, honey, eggs, oil",https://www.archanaskitchen.com/carrot-and-oats-whole-wheat-bread-recipe
cauliflower and methi paratha recipe,"whole wheat flour, oil, water, salt, cauliflower  , onion, methi leaves  fenugreek leaves , turmeric powder , red chilli powder, garlic, green chilli, cumin seeds , oil, salt, ghee",https://www.archanaskitchen.com/cauliflower-and-methi-paratha-recipe
dal chenchki   red lentils with shallots,"pink masoor dal  split , shallot, tomato, green chilli, cumin seeds , bay leaf , red chilli powder, turmeric powder , garam masala powder, coriander powder , salt, ghee",https://www.archanaskitchen.com/dal-chenchki-a-bengali-recipe-red-lentils-with-shallots
pachai mor kuzhambu recipe,"black pepper powder, cumin seeds , coriander seeds, black urad dal  whole , methi seeds , dry red chilli, curry leaves, curd ,  lady finger , oil, water, coriander leaves, salt, oil, mustard seeds , asafoetida",https://www.archanaskitchen.com/pachai-mor-kuzhambu-recipe
cauliflower moong dal recipe,"moong dal , cauliflower  , turmeric powder , green chilli, cumin powder , onion, salt, tomatoes, oil, ginger, coriander leaves, garam masala powder",https://www.archanaskitchen.com/cauliflower-moong-dal-recipe
lahsuni palak dal recipe  spinach   lentil curry with garlic,"moong dal , spinach leaves , turmeric powder , red chilli powder, cumin powder , salt, oil, ghee, cumin seeds , garlic",https://www.archanaskitchen.com/lahsuni-palak-dal-recipe-spinach-lentil-curry-with-garlic
zucchini thogayal  tangy and spicy zucchini chutney,"green zucchini,  urad dal , methi seeds , dry red chilli, curry leaves, tamarind, mustard seeds , dry red chilli, curry leaves, oil, salt",https://www.archanaskitchen.com/zucchini-thogayal-tangy-and-spicy-zucchini-chutney
rava rotti recipe  karnataka style semolina flat bread,"sooji  semolina  rava , curd , fresh coconut, cumin seeds , onion, carrot , green chilli, ginger, coriander leaves, curry leaves, salt, water, oil",https://www.archanaskitchen.com/rava-rotti-recipe-karnataka-style-semolina-flat-bread
hyderabadi marag recipe,"mutton, onion, carom seeds , whole black peppercorns, cinnamon stick , cardamom seeds, cloves , bay leaf , ginger garlic paste, turmeric powder , salt, oil, ghee, water, green chilli, curd , coriander powder , garam masala powder, coriander leaves, mint leaves , water, cashew nuts, dry coconut  kopra",https://www.archanaskitchen.com/hyderabadi-marag-recipe
date obattu recipe  date puran poli,"dates, whole almond  badam , cardamom seeds, dessicated coconut, jaggery, sooji  semolina  rava , all purpose flour , salt, oil, ghee",https://www.archanaskitchen.com/date-obattu-recipe-date-puran-poli
stuffed mushroom recipe with italian sausage,"mushrooms, pork sausage, extra virgin olive oil, black pepper powder, salt, britannia cream cheese, dried oregano, paprika powder, parsley leaves, cheese",https://www.archanaskitchen.com/stuffed-mushroom-recipe-with-italian-sausage
tamil nadu style beetroot kootu recipe,"beetroot, moong dal , salt, fresh coconut, dry red chilli, cumin seeds , curry leaves, coconut oil, mustard seeds ,  urad dal , curry leaves",https://www.archanaskitchen.com/tamil-nadu-style-beetroot-kootu-recipe
maharashtrian multigrain thalipeeth recipe,"whole wheat flour, ragi flour  finger millet  nagli , gram flour  besan , bajra flour , rolled oats or instant oats, methi leaves  fenugreek leaves , sesame seeds , green chilli, ginger, asafoetida , curd , oil, salt",https://www.archanaskitchen.com/maharashtrian-multigrain-thalipeeth-recipe
